trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
345,False,"{'a': 0.7730463608061, 'e': 0.0011125360328602119}",20,8,22.204453923992016,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.7730463597327112, 'e': 0.0010689595024420129}",35,23,21.008149973339414,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.7730463587014106, 'e': 0.0010270880507114999}",20,16,8.264018963515579,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.7730463577105479, 'e': 0.0009868550955209887}",20,2,33.62463811642692,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.7730463567585374, 'e': 0.0009481966443537493}",25,17,11.752657763217716,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.7730463558438558, 'e': 0.0009110511944006028}",20,3,31.118950926379696,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.7730463549650394, 'e': 0.0008753596364293736}",30,17,26.437671773421954,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.7730463541206818, 'e': 0.0008410651623088627}",20,8,25.28095327175787,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.7730463533094319, 'e': 0.0008081131760561133}",35,16,34.38113338507776,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.7730463525299917, 'e': 0.0007764512082707453}",25,13,22.35490921341273,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.7730463517811137, 'e': 0.0007460288338366761}",20,8,21.519349089266,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.7730463510615997, 'e': 0.0007167975927664383}",25,8,30.16570239910213,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.7730463503702982, 'e': 0.0006887109140732983}",30,4,42.70448580752112,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.7730463497061031, 'e': 0.0006617240425569326}",25,18,11.189593780836296,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.7730463490679514, 'e': 0.000635793968395193}",25,11,26.288910738381162,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.773046348454822, 'e': 0.0006108793594343798}",30,10,36.08313477426944,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.7730463478657338, 'e': 0.0005869404960807678}",30,18,27.189053289750333,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.773046347299744, 'e': 0.0005639392086922435}",30,12,31.082169682664638,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.773046346755947, 'e': 0.0005418388173773492}",25,10,29.388038658973542,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.7730463462334726, 'e': 0.0005206040741109197}",20,15,12.633271778400244,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.7730463457314847, 'e': 0.0005002011070794898}",30,13,29.69765901622603,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.77304634524918, 'e': 0.0004805973671702102}",20,12,14.49922171631739,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.7730463447857868, 'e': 0.00046176157652422223}",30,17,22.206843268566995,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.7730463443405635, 'e': 0.0004436636790742243}",20,9,22.45190256346278,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.7730463439127977, 'e': 0.00042627479299506277}",20,8,22.111630723390867,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.7730463435018048, 'e': 0.0004095671649860799}",20,9,19.631167812394647,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.7730463431069271, 'e': 0.00039351412632659954}",25,19,9.017228588635438,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.7730463427275328, 'e': 0.0003780900506269447}",20,16,6.570620523869372,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.7730463423630147, 'e': 0.00036327031321814474}",20,12,14.699030482563007,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.7730463420127897, 'e': 0.0003490312521099437}",25,19,11.03315308327778,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.7730463416762972, 'e': 0.00033535013046637197}",25,13,21.49466848391094,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.7730463413529987, 'e': 0.00032220510053126983}",25,20,12.56680574997934,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.7730463410423769, 'e': 0.00030957516895557813}",25,19,11.876285569027857,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.7730463407439347, 'e': 0.0002974401634682211}",25,18,14.056856052606328,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.7730463404571947, 'e': 0.0002857807008419533}",20,12,14.736089474357495,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.7730463401816978, 'e': 0.0002745781561014349}",25,17,15.407107600690043,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.7730463399170034, 'e': 0.0002638146329282387}",20,15,10.236993887540773,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.7730463396626879, 'e': 0.00025347293521649217}",25,13,23.12452050633418,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.7730463394183441, 'e': 0.00024353653973163691}",25,11,25.01396634294443,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.7730463391835812, 'e': 0.00023398956983622377}",25,12,23.85248790135303,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.7730463389580235, 'e': 0.00022481677023333813}",20,8,21.252257604438885,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.7730463387413101, 'e': 0.00021600348269656955}",20,14,10.6137494756259,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.7730463385330941, 'e': 0.00020753562274244963}",20,6,22.533736029646644,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.7730463383330424, 'e': 0.00019939965721105235}",20,16,8.871465585197056,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.7730463381408348, 'e': 0.00019158258272122808}",35,21,22.56021024936265,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.7730463379561637, 'e': 0.00018407190496338988}",30,21,15.747504085239578,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.7730463377787338, 'e': 0.000176855618799987}",25,11,23.035778183996197,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.7730463376082609, 'e': 0.0001699221891415803}",20,14,12.725979651536829,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.7730463374444724, 'e': 0.00016326053256809914}",30,21,19.707040480856477,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.7730463372871061, 'e': 0.00015685999966674746}",25,13,20.38757672326596,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.7730463371359103, 'e': 0.00015071035805969135}",30,20,22.218213840920466,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.773046336990643, 'e': 0.00014480177609177414}",30,23,14.05631639660759,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.7730463368510716, 'e': 0.0001391248071566098}",30,18,23.787928014759043,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.7730463367169729, 'e': 0.00013367037463352105}",30,10,39.289191912650445,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.7730463365881323, 'e': 0.00012842975741311768}",30,24,10.332789252168816,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.7730463364643436, 'e': 0.0001233945759863131}",25,17,18.604772109706907,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.7730463363454088, 'e': 0.00011855677907790518}",20,9,20.30850044292265,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.7730463362311374, 'e': 0.00011390863080251723}",25,17,18.012680132351306,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.7730463361213467, 'e': 0.00010944269832047215}",20,8,22.21471427756121,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.7730463360158609, 'e': 0.00010515183997772404}",20,10,18.592489291844327,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.7730463359145113, 'e': 0.00010102919390775345}",20,12,13.64835119324475,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.7730463358171357, 'e': 9.706816707966137e-05}",20,13,15.008768632883875,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.7730463357235782, 'e': 9.326242477381008e-05}",20,12,17.02343010109262,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.7730463356336892, 'e': 8.960588046957874e-05}",20,14,13.593761542054402,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.7730463355473247, 'e': 8.609268612747023e-05}",20,7,20.59576578329047,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.7730463354643466, 'e': 8.271722285158045e-05}",20,16,5.631594472079625,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.7730463353846222, 'e': 7.94740919173309e-05}",20,8,19.383773847807884,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.7730463353080238, 'e': 7.635810614925465e-05}",20,9,20.950664379283488,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.7730463352344289, 'e': 7.336428163773334e-05}",25,13,23.765378748100417,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.7730463351637197, 'e': 7.048782977769896e-05}",20,11,18.136499209151093,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.773046335095783, 'e': 6.772414961964124e-05}",20,12,14.538521642701129,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.7730463350305102, 'e': 6.506882052059737e-05}",25,18,15.92706510561628,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.7730463349677967, 'e': 6.251759508080212e-05}",25,14,21.099176929882063,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.7730463349075423, 'e': 6.006639235867084e-05}",25,15,16.631607769176377,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.7730463348496505, 'e': 5.771129134979347e-05}",35,21,25.854349980329246,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.7730463347940286, 'e': 5.5448524722834236e-05}",20,14,12.162347872340113,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.7730463347405877, 'e': 5.327447279790398e-05}",35,27,13.780580704074946,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.7730463346892422, 'e': 5.118565776340844e-05}",20,8,25.095097380078684,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.77304633463991, 'e': 4.917873811782769e-05}",20,10,19.137260493572875,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.7730463345925122, 'e': 4.725050332887726e-05}",30,10,37.740566158223864,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.7730463345469728, 'e': 4.5397868702390376e-05}",20,12,14.869521517207087,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.7730463345032191, 'e': 4.361787045237264e-05}",20,3,30.12891017634024,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.7730463344611811, 'e': 4.1907660962903215e-05}",20,12,12.20357242055718,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.7730463344207913, 'e': 4.026450423633143e-05}",20,12,15.22913953503779,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.7730463343819852, 'e': 3.868577151977526e-05}",25,18,11.398138375948964,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.7730463343447008, 'e': 3.7168937102927124e-05}",30,13,34.09697435794731,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.7730463343088784, 'e': 3.5711574279506664e-05}",20,16,8.625024622195122,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.7730463342744605, 'e': 3.4311351468363505e-05}",25,13,24.436972123848037,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.7730463342413921, 'e': 3.2966028485459375e-05}",20,12,17.86058038766548,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.7730463342096204, 'e': 3.1673452961178405e-05}",30,16,30.6879265965071,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.7730463341790945, 'e': 3.043155690063415e-05}",20,12,16.15630526493214,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.7730463341497655, 'e': 2.9238353375427018e-05}",20,12,12.483221434257732,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.7730463341215865, 'e': 2.8091933347407227e-05}",30,18,22.12588474348907,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.7730463340945125, 'e': 2.699046261545046e-05}",25,11,24.549473696330278,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.7730463340685001, 'e': 2.5932178883136814e-05}",20,12,13.781009661247102,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.7730463340435076, 'e': 2.4915388939339422e-05}",20,11,14.43878772746004,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.7730463340194951, 'e': 2.393846595194482e-05}",20,12,14.283160227157186,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.7730463339964241, 'e': 2.2999846864713014e-05}",20,9,24.12138447216571,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.7730463339742577, 'e': 2.2098029898498517e-05}",35,17,33.29896809870224,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.7730463339529605, 'e': 2.123157214928284e-05}",20,5,30.25743165050768,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.7730463339324983, 'e': 2.03990872799098e-05}",20,6,25.355316357554532,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.7730463339128385, 'e': 1.959924330363627e-05}",20,11,17.57413486279682,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.7730463338939496, 'e': 1.8830760452837048e-05}",25,13,21.951458013001222,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.7730463338758014, 'e': 1.8092409133196874e-05}",20,14,12.089560093274564,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.7730463338583646, 'e': 1.738300795561809e-05}",20,8,21.48010434758928,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.7730463338416117, 'e': 1.6701421847953313e-05}",20,16,7.775227816295684,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.7730463338255156, 'e': 1.604656023901363e-05}",30,14,29.23816286380861,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.7730463338100506, 'e': 1.5417375312742898e-05}",25,17,15.381601645273808,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.773046333795192, 'e': 1.4812860334778577e-05}",25,13,21.722977068886127,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.7730463337809161, 'e': 1.4232048039519718e-05}",20,11,17.765352634141095,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.7730463337672, 'e': 1.3674009084585492e-05}",20,14,9.887212235173218,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.7730463337540217, 'e': 1.3137850563338382e-05}",20,16,6.583339812318055,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.77304633374136, 'e': 1.2622714576915328e-05}",25,14,18.883261681830447,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.7730463337291948, 'e': 1.2127776861436956e-05}",25,16,17.149584423482107,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.7730463337175066, 'e': 1.165224547017285e-05}",25,17,13.207854373503194,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.7730463337062767, 'e': 1.1195359505000724e-05}",20,11,15.71766993413338,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.7730463336954873, 'e': 1.0756387901822428e-05}",20,6,25.33461001523154,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.7730463336851208, 'e': 1.0334628258279466e-05}",20,13,15.033798511499015,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.7730463336751607, 'e': 9.929405711872619e-06}",35,21,27.5409199225853,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,11,29.699635687316853,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,21,16.923703028652188,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,7,33.05886960323387,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,14,10.252327243005347,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,19,20.339790338971657,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,14,13.032331664457082,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,11,17.654567856447635,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,9,19.81901591097906,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,19,9.494037529535515,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,5,29.510787792260448,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,8,26.317829954499203,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,13,14.233206030734644,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,13,23.15403858505904,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,20,11.374156612008328,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,18,11.686641153492515,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,13,26.010187124542668,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,13,12.929319746550206,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,10,16.26333924569334,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,9,23.286907096956345,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,15,18.942647046302795,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",25,19,12.58750417222221,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",20,11,21.28955565183355,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",25,16,16.960385901950044,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",20,8,24.610831893853877,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,15,10.796305770138343,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",20,10,17.175043510599405,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",35,24,22.604182979842356,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",30,16,30.516084061029996,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",35,17,33.26238583582272,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",20,14,10.29255903141568,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",20,16,8.077536651053297,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",20,14,12.656829243071309,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",30,15,28.168618597331463,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",30,12,34.8945122061403,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",20,2,29.12880161285302,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",25,15,19.82203263233032,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",20,14,13.285760958524413,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",30,22,18.123468050676504,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",25,20,9.765873395017604,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",20,5,24.848531140347475,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",25,15,19.04051157926611,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",25,14,24.21917057158124,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",20,9,20.861773934717338,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",25,12,24.44590297822616,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",30,18,24.826783234267058,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",20,11,17.66340805959775,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",25,16,19.57974600726661,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",20,12,13.079182822457792,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",30,18,22.32588502341231,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",20,13,14.07692628723199,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0, 'e': 0}",20,11,17.502610962665464,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0, 'e': 0}",25,13,23.57242074656474,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0, 'e': 0}",30,12,34.318225604169015,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,True,"{'a': 0, 'e': 0}",25,11,26.21521744012484,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0, 'e': 0}",20,10,19.52288377402541,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0, 'e': 0}",20,9,20.661061245578548,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0, 'e': 0}",25,11,25.57773962370793,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0, 'e': 0}",20,13,13.611038593893696,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0, 'e': 0}",35,24,21.065244454190147,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,True,"{'a': 0, 'e': 0}",20,10,19.13308174585932,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0, 'e': 0}",20,9,22.402164703798384,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0, 'e': 0}",30,6,39.62230844619497,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'a': 0, 'e': 0}",35,25,19.21791608139571,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'a': 0, 'e': 0}",20,15,9.943615931997313,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
